Rooms,Bathroom,Landsize,Lattitude,Longtitude
2,1.0,1313.0,-37.74694,145.07048
2,1.0,562.0,-37.73867,145.07697
3,2.0,721.0,-37.91713,145.24706
3,2.0,551.0,-37.94266,145.24662
3,2.0,640.0,-37.63799,144.92924
2,1.0,150.0,-38.12477,145.13668
4,2.0,611.0,-38.10226,145.14459
3,1.0,769.0,-38.118,145.13015
4,2.0,542.0,-38.11161,145.15011
3,2.0,216.0,-37.83863,144.96208
2,1.0,305.0,-37.6522,145.09261
2,1.0,0.0,-37.83613,144.99661
2,2.0,0.0,-37.84712,144.99967
1,1.0,10.0,-37.84157,144.98935
3,1.0,593.0,-37.95743,145.14625
2,1.0,419.0,-37.7398,144.80348
3,1.0,606.0,-37.73789,144.78734
4,2.0,699.0,-37.73986,144.81105
3,1.0,930.0,-37.6939,145.12899
2,1.0,0.0,-37.87349,144.9798
3,1.0,198.0,-37.86566,144.99104
3,1.0,446.0,-37.79354,144.8328
3,1.0,206.0,-37.7864,144.8402
3,2.0,655.0,-37.79352,144.84318000000005
3,1.0,626.0,-37.80099000000001,144.81178
4,2.0,270.0,-37.7944,144.79413
4,3.0,724.0,-37.70941,144.7873
4,2.0,644.0,-37.71128,144.80686
3,2.0,189.0,-37.68159,145.0371
3,1.0,508.0,-37.76202,145.01772
1,1.0,1047.0,-37.76105,144.99532
2,2.0,586.0,-37.84266,145.02355
2,1.0,16000.0,-37.78466,144.93829
2,1.0,161.0,-37.70586,144.87947
3,1.0,722.0,-37.8324,145.20467
4,1.0,734.0,-37.85209,145.24268
4,3.0,728.0,-37.88009,145.22736
3,1.0,137.0,-37.87615,145.23192
3,2.0,830.0,-37.75079,145.20617
4,2.0,604.0,-38.01347,145.12675
2,1.0,151.0,-37.71298,145.08115
2,1.0,298.0,-37.71098,145.08926
3,1.0,909.0,-37.70255,145.08578
3,2.0,557.0,-37.87975,144.66459
3,1.0,909.0,-37.89074,144.65677
3,1.0,575.0,-37.87628,144.66481000000005
2,1.0,190.0,-37.90423,144.67008
1,1.0,45.0,-37.80728,144.86702
4,1.0,459.0,-37.79433,144.88001
3,2.0,125.0,-37.80735,144.87361
1,1.0,68.0,-37.81096,144.95147
4,1.0,168.0,-37.80884,144.95291
3,2.0,898.0,-37.67823,144.90001999999996
5,2.0,698.0,-37.8921,145.19118
4,2.0,388.0,-37.86159,144.89926
4,2.0,448.0,-37.61944,145.01243
3,2.0,444.0,-37.81662,144.866
3,3.0,668.0,-37.81381,144.87438
3,1.0,358.0,-37.82116,144.89181000000005
3,1.0,433.0,-37.81183,144.88568999999995
3,1.0,451.0,-37.81796,144.8681
2,1.0,141.0,-37.80586,144.99499
2,2.0,147.0,-37.80269000000001,145.0001
3,2.0,402.0,-37.76027,144.88953999999995
3,2.0,673.0,-37.76316,144.89799
1,1.0,0.0,-37.75875,144.9027
1,1.0,1715.0,-37.75882,144.9027
5,3.0,486.0,-37.76111,144.89845
2,1.0,182.0,-37.72158,144.8801
3,1.0,636.0,-37.86317,144.83927
4,2.0,288.0,-37.87171,144.81273000000004
4,2.0,615.0,-37.87057,144.83623
3,1.0,399.0,-37.87115,144.8189
3,1.0,466.0,-37.87019,144.7843
3,2.0,529.0,-37.84107,144.84179
3,1.0,276.0,-37.82787,144.84364
4,2.0,562.0,-37.84384,144.84637
2,1.0,170.0,-37.83658,144.86199
3,1.0,603.0,-37.78104,144.80357
2,1.0,0.0,-37.85549,145.0163
3,1.0,159.0,-37.78329,144.91842
2,1.0,319.0,-37.77266,144.9131
3,1.0,523.0,-37.77255,144.91213
4,2.0,803.0,-37.86162,145.11042
3,2.0,343.0,-37.86324000000001,145.10289
3,2.0,612.0,-38.01596,145.09932
4,2.0,383.0,-38.01958,145.12356
4,1.0,538.0,-37.76518,144.85621
3,1.0,561.0,-37.7528,144.85585
5,2.0,577.0,-37.75261,144.85631
2,1.0,0.0,-37.81675,145.07716000000005
5,3.0,785.0,-37.81161,145.07622
5,4.0,742.0,-37.80218,145.10063
3,1.0,939.0,-37.79494,145.06382
4,1.0,683.0,-37.80275,145.08411999999996
4,4.0,929.0,-37.79497,145.10538
4,2.0,900.0,-38.05614,145.38464
3,3.0,252.0,-37.98453,145.02659
2,1.0,617.0,-37.7528,145.04443999999995
3,1.0,585.0,-37.91722,145.04836
3,2.0,672.0,-37.92768,145.04268000000005
2,1.0,834.0,-37.91627,145.03892
5,2.0,591.0,-37.92211,145.0466
2,1.0,230.0,-37.9236,145.05913
4,2.0,520.0,-38.06486,145.35031
3,2.0,840.0,-38.02621,145.34635
3,1.0,624.0,-37.81112,145.14043
3,2.0,232.0,-37.83574,145.14866
3,1.0,158.0,-37.78893,144.84652
2,1.0,972.0,-37.93171,145.03041000000005
3,2.0,279.0,-37.9135,145.00846
1,1.0,1312.0,-37.6821,144.92773
3,1.0,0.0,-37.6841,144.92818
3,1.0,639.0,-37.69142,144.93025
3,1.0,322.0,-37.75887,144.97326
2,1.0,196.0,-37.75815,144.97366
3,2.0,470.0,-37.7556,144.95729
4,3.0,733.0,-37.759,144.96623
1,1.0,0.0,-37.77883,144.9776
4,1.0,535.0,-37.69847,145.0601
5,2.0,627.0,-37.69264,145.0799
3,1.0,539.0,-37.7015,145.07548
4,2.0,447.0,-37.75637,144.77983
3,2.0,605.0,-37.83856,145.08602
3,1.0,98.0,-37.79633,144.97269
3,2.0,107.0,-37.79213,144.97207
2,1.0,0.0,-37.88415,145.0514
2,1.0,618.0,-37.89347,145.04772
3,1.0,184.0,-37.90017,145.05812
3,2.0,355.0,-38.07196,145.13036
2,1.0,816.0,-37.86068,145.01121
3,3.0,209.0,-37.88923,145.0964
2,1.0,278.0,-38.04602,145.1191
4,2.0,536.0,-37.96768,145.07966000000005
3,1.0,539.0,-37.97223,145.07895
2,2.0,533.0,-37.79443,144.99944
3,1.0,579.0,-37.74482,144.97499
3,2.0,190.0,-37.74978,144.97738
2,1.0,0.0,-37.79589,144.98863
6,3.0,752.0,-37.57186,144.93495
3,2.0,654.0,-37.6038,144.9226
3,2.0,448.0,-37.58242,144.93001
3,2.0,490.0,-37.58025,144.92088
3,2.0,350.0,-37.56883,144.90887
4,2.0,448.0,-37.57635,144.91151000000005
4,2.0,420.0,-37.59386,144.90008999999995
3,1.0,1018.0,-37.79327,145.28351999999995
3,1.0,713.0,-37.98997,145.2254
3,2.0,734.0,-37.96969,145.21043
3,1.0,630.0,-37.96543,145.20338999999996
5,2.0,779.0,-37.94465,145.21236000000005
2,1.0,1533.0,-37.81143,145.07108
3,3.0,585.0,-37.75907,144.75923999999995
4,2.0,344.0,-37.719,144.76699
3,2.0,668.0,-37.72589,144.77991
5,3.0,851.0,-37.78109,145.13745
3,1.0,0.0,-37.78738,145.16033000000004
4,3.0,417.0,-37.79223,145.14606
3,1.0,726.0,-37.80279,145.19974
2,1.0,590.0,-37.99715,145.23526
1,1.0,0.0,-37.81177,144.97617
2,1.0,224.0,-38.0371,145.11717
3,2.0,458.0,-37.88148,145.00538999999995
3,1.0,1405.0,-37.88065,145.01112
3,2.0,247.0,-37.70318,145.16467
2,1.0,371.0,-37.87872,144.98894
2,1.0,637.0,-37.88374,144.98518
2,2.0,0.0,-37.88678,144.98855
4,2.0,500.0,-37.62756,145.03364
3,1.0,216.0,-37.64151,145.02265
3,1.0,400.0,-37.62894,145.00977
3,1.0,393.0,-37.75769,144.91051000000004
1,1.0,0.0,-37.75547,144.91326999999995
3,1.0,811.0,-37.7384,144.90485
2,1.0,779.0,-37.71532,144.96508
3,1.0,968.0,-37.88523,145.28553
2,1.0,0.0,-37.78257,144.93106
2,1.0,1909.0,-37.79919,144.89607
3,1.0,312.0,-37.79334,144.89128
4,2.0,180.0,-37.79686,144.908
4,1.0,446.0,-37.79221,144.89076
3,1.0,404.0,-37.83792,145.16573
3,1.0,590.0,-37.84308,145.168
4,2.0,580.0,-38.13805,145.16668
3,1.0,642.0,-38.16762,145.13545
3,1.0,556.0,-37.69584,144.89379
3,1.0,573.0,-37.69148,144.89873
2,1.0,200.0,-37.85743,145.0468
2,1.0,1101.0,-37.85724,145.04681000000005
2,1.0,345.0,-37.89919,145.14856
2,1.0,235.0,-37.89017,145.1652
5,2.0,650.0,-37.90383,145.17166
4,2.0,248.0,-37.88425,145.17031
3,1.0,729.0,-37.86954,145.16429
5,2.0,803.0,-37.87942,145.17668
3,2.0,365.0,-37.88599,145.17031
2,1.0,201.0,-37.70691,144.90934
3,2.0,627.0,-37.70198,144.92166
2,1.0,144.0,-37.70628,144.92379
3,2.0,672.0,-37.68989000000001,145.10698
3,1.0,321.0,-37.63995,144.89022
4,1.0,652.0,-37.70542,144.95127
3,1.0,325.0,-37.70325,144.94756999999996
3,2.0,720.0,-37.94229,145.01306
3,2.0,220.0,-37.93487,145.00093
2,1.0,2338.0,-37.83032,145.03898999999996
2,1.0,0.0,-37.84139,145.05045
4,2.0,801.0,-37.82734,145.24487
3,1.0,693.0,-37.82536,145.24893
3,1.0,827.0,-37.74776,145.06217
2,1.0,600.0,-37.74798,145.03765
4,2.0,409.0,-37.74033,145.03696000000005
3,2.0,725.0,-37.95008,145.03203
4,2.0,719.0,-37.94999,145.03122
4,2.0,788.0,-37.68974,144.75225
3,1.0,609.0,-37.86991,144.68607
4,2.0,680.0,-37.86821,144.69566
4,2.0,570.0,-37.87185,144.68931
2,1.0,0.0,-37.89369,145.08354
2,1.0,229.0,-37.7651,145.03452
4,3.0,181.0,-37.76758,145.03883000000005
3,1.0,588.0,-37.68306,144.90928
4,2.0,617.0,-37.7364,144.82556
3,2.0,669.0,-37.73936,144.85873999999995
3,2.0,300.0,-37.73421,144.86831999999995
4,1.0,534.0,-37.74807,144.86927
2,1.0,0.0,-37.79413,145.02382
3,2.0,543.0,-37.72765,144.78107
4,2.0,685.0,-37.67277,144.59643
3,1.0,654.0,-37.67195,144.5788
3,1.0,806.0,-37.66871,145.01
3,1.0,535.0,-37.6615,145.02761
3,1.0,230.0,-38.16404,145.18781
4,2.0,2026.0,-38.15575,145.19516000000004
3,1.0,523.0,-37.78242,144.86955
3,1.0,653.0,-37.78639,144.88214
2,1.0,312.0,-37.78353,144.87233
2,1.0,249.0,-37.78891,144.87114
3,1.0,697.0,-37.88354,145.07536000000005
3,2.0,91.0,-37.77449,144.88011
2,1.0,0.0,-37.77117,144.88041
3,1.0,658.0,-37.64821,144.92526999999995
3,1.0,584.0,-37.71211,144.57703999999995
3,1.0,611.0,-37.69467,144.57827
3,2.0,800.0,-37.71691,144.57108
3,1.0,592.0,-37.70056,144.57125
3,2.0,582.0,-37.6773,144.565
3,2.0,602.0,-37.66916,145.06912
3,1.0,774.0,-37.80588,145.1981
4,3.0,374.0,-37.81521,145.18726999999996
1,1.0,0.0,-37.77149,144.91552
1,1.0,57.0,-38.00331,145.09425
3,2.0,714.0,-37.89289,145.11501
2,1.0,161.0,-37.8837,145.11526
4,2.0,766.0,-37.88043,145.13062
3,2.0,197.0,-37.92285,145.18549
3,2.0,246.0,-37.92829,145.19647
3,2.0,434.0,-37.93228,145.15827
3,2.0,449.0,-37.84769,144.87667
4,2.0,650.0,-37.73435,144.8768
4,2.0,270.0,-37.74266,144.88577
2,1.0,197.0,-37.96903,145.18999
3,1.0,603.0,-37.96318,145.18962
2,1.0,0.0,-37.79831,144.94261
3,2.0,196.0,-37.77651,144.99074
3,1.0,390.0,-37.76588,144.99731
1,1.0,1279.0,-37.7662,144.99907
3,1.0,771.0,-37.76631,145.01699
4,2.0,558.0,-37.91917,145.08807
4,2.0,600.0,-38.07583,145.43698
2,1.0,133.0,-37.72136,144.92932
2,1.0,129.0,-37.71865,144.95018000000005
2,1.0,164.0,-37.72219000000001,144.92559
2,1.0,103.0,-37.72773,144.92628
2,1.0,205.0,-37.72998,144.94138
2,1.0,712.0,-37.83529,144.93749
2,2.0,0.0,-37.85973,145.00925
1,1.0,631.0,-37.74495,144.99322
1,1.0,629.0,-37.74144,144.99326000000005
1,1.0,102.0,-37.74679,145.01394
3,1.0,397.0,-37.73724,145.00984
2,1.0,134.0,-37.7216,145.0178
2,1.0,89.0,-37.71766,145.00132
2,2.0,0.0,-37.73012,145.02652
5,2.0,499.0,-37.72556,144.99021000000005
4,1.0,846.0,-37.70559,144.9902
2,1.0,3512.0,-37.81828,144.99788999999996
3,2.0,83.0,-37.82458,144.99767
2,2.0,2044.0,-37.817,144.99553999999995
2,2.0,92.0,-37.82324000000001,144.99174
2,2.0,0.0,-37.813,144.99303
3,2.0,918.0,-37.794,145.24636
3,2.0,651.0,-37.79638,145.24268
3,2.0,502.0,-37.82268,145.25058
3,2.0,523.0,-37.63528,144.93117
3,2.0,390.0,-37.95035,145.01571
2,1.0,208.0,-37.95265,145.02045
4,2.0,1134.0,-37.89496,145.23404
4,2.0,960.0,-37.88992,145.22123
3,2.0,0.0,-37.80618,144.89057
3,2.0,454.0,-37.63556,145.06679
4,2.0,639.0,-37.63947,145.08562
5,3.0,700.0,-37.62166,145.06747
3,2.0,330.0,-37.64027,145.08745
2,1.0,0.0,-37.83564000000001,144.97728999999995
1,1.0,0.0,-37.83547,144.98844
2,2.0,0.0,-37.83863,144.99379
2,2.0,0.0,-37.84018,145.00265
2,2.0,155.0,-37.94302,145.15478000000004
3,1.0,638.0,-37.98031,145.15497
3,1.0,581.0,-37.73348,144.79564
1,1.0,0.0,-37.87223,144.98046000000005
2,1.0,0.0,-37.86756,144.98303
2,1.0,463.0,-37.86761,144.98337
3,2.0,128.0,-37.86545,144.98126000000005
4,1.0,750.0,-37.73051,144.91731
3,1.0,678.0,-37.56935,144.7241
3,1.0,606.0,-37.57532,144.71058
3,1.0,703.0,-37.79337,144.8418
4,2.0,283.0,-37.76508,144.83629
3,1.0,557.0,-37.76812,144.82528
3,1.0,697.0,-37.78666,144.8109
3,2.0,358.0,-37.79573,144.79311
4,2.0,699.0,-37.78945,144.80062
3,1.0,829.0,-37.83273,145.08812
2,1.0,858.0,-37.82559000000001,145.11236
4,2.0,861.0,-37.82611,145.0911
2,1.0,180.0,-37.82794000000001,145.09332
4,2.0,1017.0,-37.69106,144.75853999999995
3,2.0,360.0,-37.70686,144.76989
4,2.0,371.0,-37.867,144.65618
3,2.0,400.0,-37.83353,144.67324
3,2.0,326.0,-37.85037,144.66179
3,2.0,389.0,-37.71364000000001,144.76031
3,2.0,343.0,-37.7117,144.75204
5,3.0,450.0,-37.71152,144.75283000000005
4,2.0,645.0,-37.70841,144.79699
3,2.0,655.0,-37.70894000000001,144.80205
4,3.0,876.0,-37.6899,144.78346000000005
3,3.0,654.0,-37.69394000000001,144.7795
3,2.0,198.0,-37.69503,144.77868999999995
4,2.0,812.0,-37.7584,145.16128
5,3.0,767.0,-37.76084,145.12675
4,2.0,729.0,-37.76846,145.11183
4,2.0,774.0,-37.76941,145.12123
2,1.0,217.0,-37.75671,145.11401
3,1.0,526.0,-37.68164,144.99768999999995
3,1.0,584.0,-37.6819,145.02293999999995
3,1.0,685.0,-37.68107,145.03393
3,1.0,396.0,-37.75358,144.98533999999995
2,1.0,0.0,-37.83241,145.00705
2,2.0,0.0,-37.84139,145.00678
1,1.0,0.0,-37.84157,145.00468999999995
3,1.0,778.0,-37.70321,144.87972
3,1.0,653.0,-37.84034000000001,145.2022
3,1.0,730.0,-37.86288,145.25077
3,1.0,169.0,-37.87345,145.22973000000005
3,1.0,598.0,-37.717,145.08891
3,1.0,600.0,-37.69872,145.08743
3,1.0,766.0,-37.69821,145.08995
3,1.0,548.0,-37.8889,144.65743999999995
4,2.0,358.0,-37.91807,144.63816
3,1.0,530.0,-37.89415,144.64143
3,1.0,583.0,-37.88702,144.66101
3,1.0,567.0,-37.88666,144.66149
4,2.0,520.0,-37.91859,144.64143
3,1.0,633.0,-37.89444,144.65591
4,2.0,531.0,-37.89556,144.64268
3,1.0,269.0,-37.79638,144.87911
3,1.0,447.0,-37.792,144.86856
5,3.0,923.0,-37.90213,145.18444
5,3.0,677.0,-37.90893,145.18489
4,2.0,240.0,-37.85414,144.89561
3,2.0,213.0,-37.60983,145.03874
3,2.0,863.0,-37.65391,145.37389
2,1.0,463.0,-37.82333,144.87955
4,2.0,446.0,-37.81845,144.87464
2,1.0,197.0,-37.81736,144.89133
3,2.0,195.0,-37.7325,144.88272
3,1.0,566.0,-37.74306,144.76679
3,1.0,465.0,-37.78141,144.82461999999995
2,1.0,100.0,-37.77956,144.82519
3,2.0,175.0,-37.77856,144.82443
3,1.0,697.0,-37.77713,144.79746
1,1.0,0.0,-37.85889,145.01989
2,1.0,0.0,-37.85749000000001,145.01735
3,2.0,271.0,-37.7783,144.90876
4,2.0,668.0,-37.86096,145.10026000000005
4,2.0,387.0,-38.02848,145.10181
5,4.0,729.0,-37.806,145.09511
4,3.0,232.0,-37.80345,145.07969
3,2.0,314.0,-37.79386,145.06746
2,1.0,327.0,-37.78245,145.09273000000005
4,2.0,605.0,-37.79466,145.06564
3,1.0,424.0,-37.84291,145.25545
3,1.0,460.0,-38.04668,145.36938999999995
3,2.0,243.0,-37.98214,145.05175
3,2.0,594.0,-37.97383,145.04525
3,3.0,307.0,-37.91648,145.04927
2,1.0,121.0,-37.91051,145.07138999999995
3,2.0,264.0,-37.91155,145.076
4,2.0,577.0,-37.9145,145.05899
3,2.0,669.0,-37.91289,145.08065
3,1.0,792.0,-38.03517,145.33886
2,1.0,0.0,-37.97853,145.0175
3,2.0,314.0,-37.97287,145.01648
2,1.0,3316.0,-37.8321,145.14444
3,1.0,868.0,-37.85981,145.25475
4,2.0,723.0,-37.8476,145.29493
4,1.0,662.0,-37.81995,145.13089
3,1.0,591.0,-37.78062,144.84803
2,1.0,100.0,-37.89569,144.99881000000005
1,1.0,0.0,-37.91814,144.99297
2,1.0,138.0,-37.92545,145.00277
3,2.0,206.0,-37.92894,145.00341
3,1.0,677.0,-37.69265,144.92653
4,1.0,752.0,-37.67641,144.91435
3,2.0,602.0,-37.68983,144.93499
4,2.0,576.0,-37.69104,144.54532
2,2.0,207.0,-37.82001,144.84245
2,1.0,108.0,-37.75715,144.96823999999995
4,2.0,256.0,-37.76861,144.96848
2,1.0,123.0,-37.7784,144.97404
2,1.0,0.0,-37.77818,144.97412
2,1.0,71.0,-37.77169,144.97557
2,1.0,0.0,-37.77887,144.97797
2,1.0,459.0,-37.76695,144.98203999999996
2,1.0,539.0,-37.77279,144.94069
2,2.0,0.0,-37.75201,144.9336
3,1.0,719.0,-37.85156,145.13054
3,2.0,347.0,-37.85377,145.15511999999995
3,2.0,316.0,-37.76048,144.78847
3,2.0,186.0,-37.84143,145.08705
5,2.0,633.0,-37.84115,145.0743
2,1.0,1106.0,-37.83473,145.05698
4,2.0,947.0,-37.84403,145.09545
3,1.0,2863.0,-37.83227,145.06325
2,1.0,1625.0,-37.84237,145.09257
3,1.0,98.0,-37.79633,144.97269
2,1.0,173.0,-37.78829,144.97476
2,1.0,145.0,-37.88866,145.06305
1,1.0,1978.0,-37.88506,145.06411
3,2.0,259.0,-37.89178,145.0539
3,2.0,308.0,-37.73868,144.7325
3,2.0,379.0,-38.07912,145.12965
3,1.0,528.0,-38.09798,145.18737
5,2.0,276.0,-37.87883,145.09741
3,1.0,463.0,-38.05635,145.11836
5,5.0,570.0,-38.03335,145.13212
4,2.0,721.0,-37.9641,145.06547
2,1.0,182.0,-37.96718,145.07681000000005
2,1.0,171.0,-37.96304,145.06421
5,3.0,537.0,-37.93759,145.10028
4,2.0,191.0,-37.79274,144.99863
2,1.0,0.0,-37.78791,145.00588
2,1.0,149.0,-37.74945,144.96737
4,2.0,426.0,-37.74892,144.95758999999995
2,1.0,476.0,-37.73883,144.95321
1,1.0,103.0,-37.75287,144.97743
4,2.0,500.0,-37.72165,144.95853
3,1.0,520.0,-37.73323,144.98228
3,2.0,275.0,-37.73156,144.97087
3,1.0,562.0,-37.66508,144.93506000000005
4,2.0,336.0,-37.59392,144.89956
4,2.0,512.0,-37.58505,144.93591999999995
3,1.0,301.0,-37.58739,144.92619
4,2.0,579.0,-38.07202,145.27369
2,1.0,1800.0,-37.79578,145.27461
3,2.0,297.0,-37.79115,145.28337
3,1.0,981.0,-37.78444,145.30267
4,2.0,560.0,-37.77791,145.26912
4,3.0,279.0,-37.96769000000001,145.21732
3,1.0,721.0,-37.79244,145.12021
3,1.0,725.0,-37.79509,145.15591
6,3.0,692.0,-37.7746,145.15141
3,2.0,283.0,-37.78177,145.15818000000004
4,2.0,511.0,-37.77746,145.17161000000004
3,2.0,253.0,-37.7626,145.17126000000005
3,1.0,660.0,-37.77859,145.15755
4,2.0,550.0,-37.58279,145.12171999999995
4,2.0,411.0,-37.6038,145.10958
3,1.0,680.0,-37.99581,145.24098
3,1.0,585.0,-37.99608,145.23587
4,2.0,1783.0,-37.76457,145.06555
4,2.0,320.0,-38.03227,145.11758999999995
2,1.0,538.0,-37.88295,145.00083
4,2.0,688.0,-37.70338,145.1333
4,3.0,1503.0,-37.70697,145.14105
5,2.0,813.0,-37.7068,145.13232
2,1.0,837.0,-37.87307,144.98635
2,1.0,797.0,-37.87449,144.99059
3,2.0,0.0,-37.87472,144.98235
3,2.0,144.0,-37.88617,144.9833
2,1.0,0.0,-37.88465,144.99177
2,1.0,795.0,-37.88351,144.99202
2,1.0,1000.0,-37.93064,145.4453
3,2.0,581.0,-37.98418,145.27178
5,2.0,836.0,-37.98873,145.27019
3,2.0,810.0,-37.98841,145.26001000000005
3,1.0,665.0,-37.96837,145.25176000000005
4,2.0,571.0,-37.63762,145.03538999999995
3,2.0,321.0,-37.63169,145.03135
3,2.0,390.0,-37.62882000000001,145.00978999999995
2,2.0,214.0,-37.65151,145.02815
2,1.0,0.0,-37.75465,144.9107
3,2.0,292.0,-37.74093,144.89279
3,3.0,226.0,-37.75485,144.9119
2,1.0,1032.0,-37.7498,144.91228
3,1.0,828.0,-37.74473,144.90238
3,1.0,697.0,-37.77662,145.02288
3,1.0,619.0,-37.71313,144.97248000000005
3,2.0,720.0,-37.87768,145.25918
3,1.0,984.0,-37.89766,145.29185
4,2.0,659.0,-37.89508,145.27879
2,1.0,0.0,-37.80474,144.9021
2,1.0,148.0,-37.79462,144.89385
2,1.0,0.0,-38.13275,145.13099
4,2.0,767.0,-38.16147,145.14285
3,2.0,680.0,-38.14016,145.13583
3,1.0,632.0,-38.11984,145.16208999999995
4,2.0,694.0,-38.16227,145.1208
2,1.0,0.0,-37.88937,145.04038
4,1.0,702.0,-37.84914000000001,145.06421
2,1.0,197.0,-37.85448,145.0485
4,2.0,660.0,-37.88927,145.18548
3,1.0,836.0,-37.89928,145.1474
3,1.0,650.0,-37.70768,144.92586
3,1.0,625.0,-37.69912,144.90996
3,1.0,422.0,-37.70425,144.93164
3,1.0,610.0,-37.69865,144.91733
3,2.0,453.0,-37.70606,144.89412
4,2.0,789.0,-37.69646,145.12163
4,2.0,737.0,-37.68433,145.11018
4,3.0,807.0,-37.70077,145.12743
3,2.0,591.0,-37.71177,144.94781
2,1.0,0.0,-37.83197,145.04306
2,1.0,974.0,-37.81494,145.01744
3,1.0,259.0,-37.81628,145.02125
2,1.0,0.0,-37.82465,145.05092
3,2.0,678.0,-37.83637,145.24246000000005
3,2.0,161.0,-37.74897,145.07023999999996
3,1.0,572.0,-37.9526,145.04207
3,1.0,269.0,-37.94775,145.02379
3,2.0,240.0,-37.9461,145.02432
3,1.0,642.0,-37.94691,145.04935
4,2.0,304.0,-37.94633,145.04947
2,1.0,591.0,-37.94763,145.02716999999996
3,2.0,345.0,-37.70428,144.74705
4,2.0,542.0,-37.68104,144.74608
3,2.0,580.0,-37.87447,144.66771
3,1.0,628.0,-37.90904000000001,145.10903000000005
4,2.0,1011.0,-37.76231,145.05138
4,2.0,637.0,-37.77671,145.04005
3,1.0,764.0,-37.68907,144.91459
4,2.0,988.0,-37.75166,144.87552
3,2.0,761.0,-37.72224,144.85738999999995
5,3.0,650.0,-37.72285,144.86073000000005
2,1.0,1775.0,-37.79818,144.92685
2,1.0,3957.0,-37.79741,144.92614
3,1.0,190.0,-37.7956,144.92779
3,2.0,325.0,-37.81614,145.05056000000005
4,2.0,813.0,-37.80437,145.01725
3,2.0,446.0,-37.79589,145.05223
3,1.0,540.0,-37.9884,145.15925
3,2.0,553.0,-37.99432,145.16143
1,1.0,0.0,-37.80893,144.87878
5,2.0,726.0,-37.88309,145.24917
3,2.0,637.0,-37.66195,144.59785
2,1.0,277.0,-37.66612,145.0008
3,1.0,534.0,-37.67024,145.03644
3,1.0,532.0,-37.66101,145.02568
4,1.0,627.0,-37.66781,145.00926
3,1.0,625.0,-37.67427,145.02961000000005
3,2.0,361.0,-38.13673,145.21616
4,2.0,792.0,-37.72608,145.12115
3,2.0,159.0,-37.78502,144.86733
4,3.0,294.0,-37.78133,144.86768
3,1.0,154.0,-37.64992,144.91883
3,1.0,670.0,-37.65168,144.91868
2,1.0,89.0,-37.80802,144.96168
2,1.0,0.0,-37.81351,144.96908
3,1.0,585.0,-37.71195,144.57235
3,1.0,670.0,-37.70228,144.57688000000005
4,1.0,865.0,-37.67396,144.55784
2,1.0,0.0,-37.97836,145.07303000000005
3,2.0,555.0,-37.6764,145.05085
3,2.0,661.0,-37.66898,145.07209
2,1.0,374.0,-37.6745,145.05491
4,2.0,674.0,-37.65639,145.06518
5,2.0,698.0,-37.66683,145.07751000000005
3,1.0,528.0,-37.66726,145.05819
3,1.0,248.0,-37.82335,145.11358
4,2.0,375.0,-37.76261,144.93249
3,1.0,234.0,-37.76321,144.91958
3,2.0,230.0,-37.93793,145.04048
3,1.0,886.0,-37.7753,145.31266000000005
2,1.0,0.0,-38.00765,145.0935
3,1.0,720.0,-37.87735,145.13357
3,2.0,660.0,-37.86198,145.139
4,2.0,811.0,-37.85858,145.12053
3,1.0,744.0,-37.93168,145.16126
3,1.0,727.0,-37.9128,145.16152
4,2.0,492.0,-37.92299000000001,145.19156
2,1.0,80.0,-37.89563,145.06992
2,1.0,402.0,-37.89801,145.07103999999995
1,1.0,0.0,-37.89022,145.07333
3,2.0,926.0,-37.88800000000001,145.07123
3,2.0,211.0,-37.83712,144.86686
2,1.0,963.0,-37.84212,144.88211
3,1.0,671.0,-37.962,145.18035
3,1.0,1843.0,-37.79773,144.94611
2,2.0,119.0,-37.80304,144.95614
2,1.0,114.0,-37.78024,144.99289
3,1.0,693.0,-37.76433,145.00813
4,1.0,318.0,-37.7631,144.99884
2,1.0,848.0,-37.82577,145.17896000000005
3,2.0,266.0,-37.82923,145.1744
2,1.0,0.0,-37.71652,144.92268
4,2.0,866.0,-37.71979,144.92341000000005
4,2.0,656.0,-37.71652,144.91211
4,1.0,550.0,-37.7204,144.9143
3,1.0,680.0,-37.9123,145.09736999999996
3,1.0,601.0,-37.93869,145.08441000000005
5,2.0,653.0,-37.99336,145.08953
2,1.0,133.0,-37.72136,144.92932
2,1.0,189.0,-37.73199,144.93395
3,1.0,438.0,-37.71962,144.94756
3,1.0,559.0,-37.7327,144.92966
4,2.0,448.0,-37.91269000000001,144.73946
4,2.0,628.0,-37.90622000000001,144.74946
2,1.0,101.0,-37.83446,144.94021
3,1.0,324.0,-37.83789,144.93833999999995
3,1.0,130.0,-37.83424,144.94572
2,2.0,1111.0,-37.84968,144.99389
4,1.0,509.0,-37.74684,144.9933
7,3.0,530.0,-37.73526,144.99508
3,1.0,473.0,-37.73379,144.99053999999995
3,1.0,520.0,-37.75371,145.01963999999995
4,1.0,870.0,-37.70433,145.02068
2,1.0,519.0,-37.73019,145.01712
3,2.0,536.0,-37.69505,144.98126000000005
3,1.0,540.0,-37.69372,144.98058
2,1.0,243.0,-37.71045,145.0018
2,1.0,4422.0,-37.82009,145.0038
3,1.0,209.0,-37.81179,145.00351
2,1.0,0.0,-37.8211,144.99896
1,1.0,0.0,-37.81317,145.00834
